频率(Hz) 周期(s)	区分两个频率的周期分辨率(s)
   1 	 1.000000000
  55 	 0.018181818 	 0.000336700
  56 	 0.017857143 	 0.000324675
  57 	 0.017543860 	 0.000313283
  58 	 0.017241379 	 0.000302480
  59 	 0.016949153 	 0.000292227
  60 	 0.016666667 	 0.000282486
  61 	 0.016393443 	 0.000273224
  62 	 0.016129032 	 0.000264410
  63 	 0.015873016 	 0.000256016
  64 	 0.015625000 	 0.000248016
  65 	 0.015384615 	 0.000240385
  66 	 0.015151515 	 0.000233100
  67 	 0.014925373 	 0.000226142
  68 	 0.014705882 	 0.000219491
  69 	 0.014492754 	 0.000213129
  70 	 0.014285714 	 0.000207039
  71 	 0.014084507 	 0.000201207
  72 	 0.013888889 	 0.000195618
  73 	 0.013698630 	 0.000190259
  74 	 0.013513514 	 0.000185117
  75 	 0.013333333 	 0.000180180
  76 	 0.013157895 	 0.000175439
  77 	 0.012987013 	 0.000170882
  78 	 0.012820513 	 0.000166500
  79 	 0.012658228 	 0.000162285
  80 	 0.012500000 	 0.000158228
  81 	 0.012345679 	 0.000154321
  82 	 0.012195122 	 0.000150557
  83 	 0.012048193 	 0.000146929
  84 	 0.011904762 	 0.000143431
  85 	 0.011764706 	 0.000140056
  86 	 0.011627907 	 0.000136799
  87 	 0.011494253 	 0.000133654
  88 	 0.011363636 	 0.000130617
  89 	 0.011235955 	 0.000127681
  90 	 0.011111111 	 0.000124844
  91 	 0.010989011 	 0.000122100
  92 	 0.010869565 	 0.000119446
  93 	 0.010752688 	 0.000116877
  94 	 0.010638298 	 0.000114390
  95 	 0.010526316 	 0.000111982
  96 	 0.010416667 	 0.000109649
  97 	 0.010309278 	 0.000107388
  98 	 0.010204082 	 0.000105197
  99 	 0.010101010 	 0.000103072
 100 	 0.010000000 	 0.000101010
 101 	 0.009900990 	 0.000099010
 102 	 0.009803922 	 0.000097069
 103 	 0.009708738 	 0.000095184
 104 	 0.009615385 	 0.000093353
 105 	 0.009523810 	 0.000091575
 106 	 0.009433962 	 0.000089847
 107 	 0.009345794 	 0.000088168
 108 	 0.009259259 	 0.000086535
 109 	 0.009174312 	 0.000084947
 110 	 0.009090909 	 0.000083403
 111 	 0.009009009 	 0.000081900
 112 	 0.008928571 	 0.000080438
 113 	 0.008849558 	 0.000079014
 114 	 0.008771930 	 0.000077628
 115 	 0.008695652 	 0.000076278
 116 	 0.008620690 	 0.000074963
 117 	 0.008547009 	 0.000073681
 118 	 0.008474576 	 0.000072432
 119 	 0.008403361 	 0.000071215
 120 	 0.008333333 	 0.000070028
 121 	 0.008264463 	 0.000068871
 122 	 0.008196721 	 0.000067741
 123 	 0.008130081 	 0.000066640
 124 	 0.008064516 	 0.000065565
 125 	 0.008000000 	 0.000064516
 126 	 0.007936508 	 0.000063492
 127 	 0.007874016 	 0.000062492
 128 	 0.007812500 	 0.000061516
 129 	 0.007751938 	 0.000060562
 130 	 0.007692308 	 0.000059630
 131 	 0.007633588 	 0.000058720
 132 	 0.007575758 	 0.000057830
 133 	 0.007518797 	 0.000056961
 134 	 0.007462687 	 0.000056110
 135 	 0.007407407 	 0.000055279
 136 	 0.007352941 	 0.000054466
 137 	 0.007299270 	 0.000053671
 138 	 0.007246377 	 0.000052893
 139 	 0.007194245 	 0.000052132
 140 	 0.007142857 	 0.000051387
 141 	 0.007092199 	 0.000050659
 142 	 0.007042254 	 0.000049945
 143 	 0.006993007 	 0.000049247
 144 	 0.006944444 	 0.000048563
 145 	 0.006896552 	 0.000047893
 146 	 0.006849315 	 0.000047237
 147 	 0.006802721 	 0.000046594
 148 	 0.006756757 	 0.000045964
 149 	 0.006711409 	 0.000045347
 150 	 0.006666667 	 0.000044743
 151 	 0.006622517 	 0.000044150
 152 	 0.006578947 	 0.000043569
 153 	 0.006535948 	 0.000043000
 154 	 0.006493506 	 0.000042441
 155 	 0.006451613 	 0.000041894
 156 	 0.006410256 	 0.000041356
 157 	 0.006369427 	 0.000040830
 158 	 0.006329114 	 0.000040313
 159 	 0.006289308 	 0.000039806
 160 	 0.006250000 	 0.000039308
 161 	 0.006211180 	 0.000038820
 162 	 0.006172840 	 0.000038341
 163 	 0.006134969 	 0.000037870
 164 	 0.006097561 	 0.000037408
 165 	 0.006060606 	 0.000036955
 166 	 0.006024096 	 0.000036510
 167 	 0.005988024 	 0.000036072
 168 	 0.005952381 	 0.000035643
 169 	 0.005917160 	 0.000035221
 170 	 0.005882353 	 0.000034807
 171 	 0.005847953 	 0.000034400
 172 	 0.005813953 	 0.000034000
 173 	 0.005780347 	 0.000033607
 174 	 0.005747126 	 0.000033220
 175 	 0.005714286 	 0.000032841
 176 	 0.005681818 	 0.000032468
 177 	 0.005649718 	 0.000032101
 178 	 0.005617978 	 0.000031740
 179 	 0.005586592 	 0.000031385
 180 	 0.005555556 	 0.000031037
 181 	 0.005524862 	 0.000030694
 182 	 0.005494505 	 0.000030356
 183 	 0.005464481 	 0.000030025
 184 	 0.005434783 	 0.000029698
 185 	 0.005405405 	 0.000029377
 186 	 0.005376344 	 0.000029061
 187 	 0.005347594 	 0.000028751
 188 	 0.005319149 	 0.000028445
 189 	 0.005291005 	 0.000028144
 190 	 0.005263158 	 0.000027847
 191 	 0.005235602 	 0.000027556
 192 	 0.005208333 	 0.000027269
 193 	 0.005181347 	 0.000026986
 194 	 0.005154639 	 0.000026708
 195 	 0.005128205 	 0.000026434
 196 	 0.005102041 	 0.000026164
 197 	 0.005076142 	 0.000025899
 198 	 0.005050505 	 0.000025637
 199 	 0.005025126 	 0.000025379
 200 	 0.005000000 	 0.000025126
 201 	 0.004975124 	 0.000024876
 202 	 0.004950495 	 0.000024629
 203 	 0.004926108 	 0.000024387
 204 	 0.004901961 	 0.000024148
 205 	 0.004878049 	 0.000023912
 206 	 0.004854369 	 0.000023680
 207 	 0.004830918 	 0.000023451
 208 	 0.004807692 	 0.000023226
 209 	 0.004784689 	 0.000023003
 210 	 0.004761905 	 0.000022784
 211 	 0.004739336 	 0.000022568
 212 	 0.004716981 	 0.000022355
 213 	 0.004694836 	 0.000022145
 214 	 0.004672897 	 0.000021938
 215 	 0.004651163 	 0.000021734
 216 	 0.004629630 	 0.000021533
 217 	 0.004608295 	 0.000021335
 218 	 0.004587156 	 0.000021139
 219 	 0.004566210 	 0.000020946
 220 	 0.004545455 	 0.000020756
 221 	 0.004524887 	 0.000020568
 222 	 0.004504505 	 0.000020382
 223 	 0.004484305 	 0.000020200
 224 	 0.004464286 	 0.000020019
 225 	 0.004444444 	 0.000019841
 226 	 0.004424779 	 0.000019666
 227 	 0.004405286 	 0.000019492
 228 	 0.004385965 	 0.000019321
 229 	 0.004366812 	 0.000019153
 230 	 0.004347826 	 0.000018986
 231 	 0.004329004 	 0.000018822
 232 	 0.004310345 	 0.000018660
 233 	 0.004291845 	 0.000018499
 234 	 0.004273504 	 0.000018341
 235 	 0.004255319 	 0.000018185
 236 	 0.004237288 	 0.000018031
 237 	 0.004219409 	 0.000017879
 238 	 0.004201681 	 0.000017729
 239 	 0.004184100 	 0.000017580
 240 	 0.004166667 	 0.000017434
 241 	 0.004149378 	 0.000017289
 242 	 0.004132231 	 0.000017146
 243 	 0.004115226 	 0.000017005
 244 	 0.004098361 	 0.000016866
 245 	 0.004081633 	 0.000016728
 246 	 0.004065041 	 0.000016592
 247 	 0.004048583 	 0.000016458
 248 	 0.004032258 	 0.000016325
 249 	 0.004016064 	 0.000016194
 250 	 0.004000000 	 0.000016064
 251 	 0.003984064 	 0.000015936
 252 	 0.003968254 	 0.000015810
 253 	 0.003952569 	 0.000015685
 254 	 0.003937008 	 0.000015561
 255 	 0.003921569 	 0.000015439
 256 	 0.003906250 	 0.000015319
 257 	 0.003891051 	 0.000015199
 258 	 0.003875969 	 0.000015082
 259 	 0.003861004 	 0.000014965
 260 	 0.003846154 	 0.000014850
 261 	 0.003831418 	 0.000014736
 262 	 0.003816794 	 0.000014624
 263 	 0.003802281 	 0.000014513
 264 	 0.003787879 	 0.000014403
 265 	 0.003773585 	 0.000014294
 266 	 0.003759398 	 0.000014186
 267 	 0.003745318 	 0.000014080
 268 	 0.003731343 	 0.000013975
 269 	 0.003717472 	 0.000013871
 270 	 0.003703704 	 0.000013768
 271 	 0.003690037 	 0.000013667
 272 	 0.003676471 	 0.000013566
 273 	 0.003663004 	 0.000013467
 274 	 0.003649635 	 0.000013369
 275 	 0.003636364 	 0.000013271
 276 	 0.003623188 	 0.000013175
 277 	 0.003610108 	 0.000013080
 278 	 0.003597122 	 0.000012986
 279 	 0.003584229 	 0.000012893
 280 	 0.003571429 	 0.000012801
 281 	 0.003558719 	 0.000012710
 282 	 0.003546099 	 0.000012620
 283 	 0.003533569 	 0.000012530
 284 	 0.003521127 	 0.000012442
 285 	 0.003508772 	 0.000012355
 286 	 0.003496503 	 0.000012268
 287 	 0.003484321 	 0.000012183
 288 	 0.003472222 	 0.000012098
 289 	 0.003460208 	 0.000012015
 290 	 0.003448276 	 0.000011932
 291 	 0.003436426 	 0.000011850
 292 	 0.003424658 	 0.000011769
 293 	 0.003412969 	 0.000011688
 294 	 0.003401361 	 0.000011609
 295 	 0.003389831 	 0.000011530
 296 	 0.003378378 	 0.000011452
 297 	 0.003367003 	 0.000011375
 298 	 0.003355705 	 0.000011299
 299 	 0.003344482 	 0.000011223
 300 	 0.003333333 	 0.000011148
 301 	 0.003322259 	 0.000011074
 302 	 0.003311258 	 0.000011001
 303 	 0.003300330 	 0.000010928
 304 	 0.003289474 	 0.000010856
 305 	 0.003278689 	 0.000010785
 306 	 0.003267974 	 0.000010715
 307 	 0.003257329 	 0.000010645
 308 	 0.003246753 	 0.000010576
 309 	 0.003236246 	 0.000010507
 310 	 0.003225806 	 0.000010440
 311 	 0.003215434 	 0.000010372
 312 	 0.003205128 	 0.000010306
 313 	 0.003194888 	 0.000010240
 314 	 0.003184713 	 0.000010175
 315 	 0.003174603 	 0.000010110
 316 	 0.003164557 	 0.000010046
 317 	 0.003154574 	 0.000009983
 318 	 0.003144654 	 0.000009920
 319 	 0.003134796 	 0.000009858
 320 	 0.003125000 	 0.000009796
 321 	 0.003115265 	 0.000009735
 322 	 0.003105590 	 0.000009675
 323 	 0.003095975 	 0.000009615
 324 	 0.003086420 	 0.000009555
 325 	 0.003076923 	 0.000009497
 326 	 0.003067485 	 0.000009438
 327 	 0.003058104 	 0.000009381
 328 	 0.003048780 	 0.000009323
 329 	 0.003039514 	 0.000009267
 330 	 0.003030303 	 0.000009211
 331 	 0.003021148 	 0.000009155
 332 	 0.003012048 	 0.000009100
 333 	 0.003003003 	 0.000009045
 334 	 0.002994012 	 0.000008991
 335 	 0.002985075 	 0.000008937
 336 	 0.002976190 	 0.000008884
 337 	 0.002967359 	 0.000008831
 338 	 0.002958580 	 0.000008779
 339 	 0.002949853 	 0.000008727
 340 	 0.002941176 	 0.000008676
 341 	 0.002932551 	 0.000008625
 342 	 0.002923977 	 0.000008575
 343 	 0.002915452 	 0.000008525
 344 	 0.002906977 	 0.000008475
 345 	 0.002898551 	 0.000008426
 346 	 0.002890173 	 0.000008377
 347 	 0.002881844 	 0.000008329
 348 	 0.002873563 	 0.000008281
 349 	 0.002865330 	 0.000008234
 350 	 0.002857143 	 0.000008187
 351 	 0.002849003 	 0.000008140
 352 	 0.002840909 	 0.000008094
 353 	 0.002832861 	 0.000008048
 354 	 0.002824859 	 0.000008002
 355 	 0.002816901 	 0.000007957
 356 	 0.002808989 	 0.000007913
 357 	 0.002801120 	 0.000007868
 358 	 0.002793296 	 0.000007824
 359 	 0.002785515 	 0.000007781
 360 	 0.002777778 	 0.000007738
 361 	 0.002770083 	 0.000007695
 362 	 0.002762431 	 0.000007652
 363 	 0.002754821 	 0.000007610
 364 	 0.002747253 	 0.000007568
 365 	 0.002739726 	 0.000007527
 366 	 0.002732240 	 0.000007486
 367 	 0.002724796 	 0.000007445
 368 	 0.002717391 	 0.000007404
 369 	 0.002710027 	 0.000007364
 370 	 0.002702703 	 0.000007324
 371 	 0.002695418 	 0.000007285
 372 	 0.002688172 	 0.000007246
 373 	 0.002680965 	 0.000007207
 374 	 0.002673797 	 0.000007168
 375 	 0.002666667 	 0.000007130
 376 	 0.002659574 	 0.000007092
 377 	 0.002652520 	 0.000007055
 378 	 0.002645503 	 0.000007017
 379 	 0.002638522 	 0.000006980
 380 	 0.002631579 	 0.000006943
 381 	 0.002624672 	 0.000006907
 382 	 0.002617801 	 0.000006871
 383 	 0.002610966 	 0.000006835
 384 	 0.002604167 	 0.000006799
 385 	 0.002597403 	 0.000006764
 386 	 0.002590674 	 0.000006729
 387 	 0.002583979 	 0.000006694
 388 	 0.002577320 	 0.000006660
 389 	 0.002570694 	 0.000006626
 390 	 0.002564103 	 0.000006592
 391 	 0.002557545 	 0.000006558
 392 	 0.002551020 	 0.000006524
 393 	 0.002544529 	 0.000006491
 394 	 0.002538071 	 0.000006458
 395 	 0.002531646 	 0.000006425
 396 	 0.002525253 	 0.000006393
 397 	 0.002518892 	 0.000006361
 398 	 0.002512563 	 0.000006329
 399 	 0.002506266 	 0.000006297
 400 	 0.002500000 	 0.000006266
 401 	 0.002493766 	 0.000006234
 402 	 0.002487562 	 0.000006203
 403 	 0.002481390 	 0.000006173
 404 	 0.002475248 	 0.000006142
 405 	 0.002469136 	 0.000006112
 406 	 0.002463054 	 0.000006082
 407 	 0.002457002 	 0.000006052
 408 	 0.002450980 	 0.000006022
 409 	 0.002444988 	 0.000005993
 410 	 0.002439024 	 0.000005963
 411 	 0.002433090 	 0.000005934
 412 	 0.002427184 	 0.000005906
 413 	 0.002421308 	 0.000005877
 414 	 0.002415459 	 0.000005849
 415 	 0.002409639 	 0.000005820
 416 	 0.002403846 	 0.000005792
 417 	 0.002398082 	 0.000005765
 418 	 0.002392344 	 0.000005737
 419 	 0.002386635 	 0.000005710
 420 	 0.002380952 	 0.000005682
 421 	 0.002375297 	 0.000005655
 422 	 0.002369668 	 0.000005629
 423 	 0.002364066 	 0.000005602
 424 	 0.002358491 	 0.000005576
 425 	 0.002352941 	 0.000005549
 426 	 0.002347418 	 0.000005523
 427 	 0.002341920 	 0.000005497
 428 	 0.002336449 	 0.000005472
 429 	 0.002331002 	 0.000005446
 430 	 0.002325581 	 0.000005421
 431 	 0.002320186 	 0.000005396
 432 	 0.002314815 	 0.000005371
 433 	 0.002309469 	 0.000005346
 434 	 0.002304147 	 0.000005321
 435 	 0.002298851 	 0.000005297
 436 	 0.002293578 	 0.000005273
 437 	 0.002288330 	 0.000005248
 438 	 0.002283105 	 0.000005224
 439 	 0.002277904 	 0.000005201
 440 	 0.002272727 	 0.000005177
 441 	 0.002267574 	 0.000005154
 442 	 0.002262443 	 0.000005130
 443 	 0.002257336 	 0.000005107
 444 	 0.002252252 	 0.000005084
 445 	 0.002247191 	 0.000005061
 446 	 0.002242152 	 0.000005039
 447 	 0.002237136 	 0.000005016
 448 	 0.002232143 	 0.000004994
 449 	 0.002227171 	 0.000004971
 450 	 0.002222222 	 0.000004949
 451 	 0.002217295 	 0.000004927
 452 	 0.002212389 	 0.000004906
 453 	 0.002207506 	 0.000004884
 454 	 0.002202643 	 0.000004862
 455 	 0.002197802 	 0.000004841
 456 	 0.002192982 	 0.000004820
 457 	 0.002188184 	 0.000004799
 458 	 0.002183406 	 0.000004778
 459 	 0.002178649 	 0.000004757
 460 	 0.002173913 	 0.000004736
 461 	 0.002169197 	 0.000004716
 462 	 0.002164502 	 0.000004695
 463 	 0.002159827 	 0.000004675
 464 	 0.002155172 	 0.000004655
 465 	 0.002150538 	 0.000004635
 466 	 0.002145923 	 0.000004615
 467 	 0.002141328 	 0.000004595
 468 	 0.002136752 	 0.000004575
 469 	 0.002132196 	 0.000004556
 470 	 0.002127660 	 0.000004537
 471 	 0.002123142 	 0.000004517
 472 	 0.002118644 	 0.000004498
 473 	 0.002114165 	 0.000004479
 474 	 0.002109705 	 0.000004460
 475 	 0.002105263 	 0.000004441
 476 	 0.002100840 	 0.000004423
 477 	 0.002096436 	 0.000004404
 478 	 0.002092050 	 0.000004386
 479 	 0.002087683 	 0.000004368
 480 	 0.002083333 	 0.000004349
 481 	 0.002079002 	 0.000004331
 482 	 0.002074689 	 0.000004313
 483 	 0.002070393 	 0.000004295
 484 	 0.002066116 	 0.000004278
 485 	 0.002061856 	 0.000004260
 486 	 0.002057613 	 0.000004243
 487 	 0.002053388 	 0.000004225
 488 	 0.002049180 	 0.000004208
 489 	 0.002044990 	 0.000004191
 490 	 0.002040816 	 0.000004173
 491 	 0.002036660 	 0.000004156
 492 	 0.002032520 	 0.000004140
 493 	 0.002028398 	 0.000004123
 494 	 0.002024291 	 0.000004106
 495 	 0.002020202 	 0.000004089
 496 	 0.002016129 	 0.000004073
 497 	 0.002012072 	 0.000004057
 498 	 0.002008032 	 0.000004040
 499 	 0.002004008 	 0.000004024
 500 	 0.002000000 	 0.000004008
 501 	 0.001996008 	 0.000003992
 502 	 0.001992032 	 0.000003976
 503 	 0.001988072 	 0.000003960
 504 	 0.001984127 	 0.000003945
 505 	 0.001980198 	 0.000003929
 506 	 0.001976285 	 0.000003913
 507 	 0.001972387 	 0.000003898
 508 	 0.001968504 	 0.000003883
 509 	 0.001964637 	 0.000003867
 510 	 0.001960784 	 0.000003852
 511 	 0.001956947 	 0.000003837
 512 	 0.001953125 	 0.000003822
 513 	 0.001949318 	 0.000003807
 514 	 0.001945525 	 0.000003792
 515 	 0.001941748 	 0.000003778
 516 	 0.001937984 	 0.000003763
 517 	 0.001934236 	 0.000003749
 518 	 0.001930502 	 0.000003734
 519 	 0.001926782 	 0.000003720
 520 	 0.001923077 	 0.000003705
 521 	 0.001919386 	 0.000003691
 522 	 0.001915709 	 0.000003677
 523 	 0.001912046 	 0.000003663
 524 	 0.001908397 	 0.000003649
 525 	 0.001904762 	 0.000003635
 526 	 0.001901141 	 0.000003621
 527 	 0.001897533 	 0.000003607
 528 	 0.001893939 	 0.000003594
 529 	 0.001890359 	 0.000003580
 530 	 0.001886792 	 0.000003567
 531 	 0.001883239 	 0.000003553
 532 	 0.001879699 	 0.000003540
 533 	 0.001876173 	 0.000003527
 534 	 0.001872659 	 0.000003513
 535 	 0.001869159 	 0.000003500
 536 	 0.001865672 	 0.000003487
 537 	 0.001862197 	 0.000003474
 538 	 0.001858736 	 0.000003461
 539 	 0.001855288 	 0.000003448
 540 	 0.001851852 	 0.000003436
 541 	 0.001848429 	 0.000003423
 542 	 0.001845018 	 0.000003410
 543 	 0.001841621 	 0.000003398
 544 	 0.001838235 	 0.000003385
 545 	 0.001834862 	 0.000003373
 546 	 0.001831502 	 0.000003361
 547 	 0.001828154 	 0.000003348
 548 	 0.001824818 	 0.000003336
 549 	 0.001821494 	 0.000003324
 550 	 0.001818182 	 0.000003312
 551 	 0.001814882 	 0.000003300
 552 	 0.001811594 	 0.000003288
 553 	 0.001808318 	 0.000003276
 554 	 0.001805054 	 0.000003264
 555 	 0.001801802 	 0.000003252
 556 	 0.001798561 	 0.000003241
 557 	 0.001795332 	 0.000003229
 558 	 0.001792115 	 0.000003217
 559 	 0.001788909 	 0.000003206
 560 	 0.001785714 	 0.000003194
 561 	 0.001782531 	 0.000003183
 562 	 0.001779359 	 0.000003172
 563 	 0.001776199 	 0.000003160
 564 	 0.001773050 	 0.000003149
 565 	 0.001769912 	 0.000003138
 566 	 0.001766784 	 0.000003127
 567 	 0.001763668 	 0.000003116
 568 	 0.001760563 	 0.000003105
 569 	 0.001757469 	 0.000003094
 570 	 0.001754386 	 0.000003083
 571 	 0.001751313 	 0.000003072
 572 	 0.001748252 	 0.000003062
 573 	 0.001745201 	 0.000003051
 574 	 0.001742160 	 0.000003040
 575 	 0.001739130 	 0.000003030
 576 	 0.001736111 	 0.000003019
 577 	 0.001733102 	 0.000003009
 578 	 0.001730104 	 0.000002998
 579 	 0.001727116 	 0.000002988
 580 	 0.001724138 	 0.000002978
 581 	 0.001721170 	 0.000002968
 582 	 0.001718213 	 0.000002957
 583 	 0.001715266 	 0.000002947
 584 	 0.001712329 	 0.000002937
 585 	 0.001709402 	 0.000002927
 586 	 0.001706485 	 0.000002917
 587 	 0.001703578 	 0.000002907
 588 	 0.001700680 	 0.000002897
 589 	 0.001697793 	 0.000002887
 590 	 0.001694915 	 0.000002878
 591 	 0.001692047 	 0.000002868
 592 	 0.001689189 	 0.000002858
 593 	 0.001686341 	 0.000002849
 594 	 0.001683502 	 0.000002839
 595 	 0.001680672 	 0.000002829
 596 	 0.001677852 	 0.000002820
 597 	 0.001675042 	 0.000002810
 598 	 0.001672241 	 0.000002801
 599 	 0.001669449 	 0.000002792
 600 	 0.001666667 	 0.000002782
 601 	 0.001663894 	 0.000002773
 602 	 0.001661130 	 0.000002764
 603 	 0.001658375 	 0.000002755
 604 	 0.001655629 	 0.000002746
 605 	 0.001652893 	 0.000002737
 606 	 0.001650165 	 0.000002728
 607 	 0.001647446 	 0.000002719
 608 	 0.001644737 	 0.000002710
 609 	 0.001642036 	 0.000002701
 610 	 0.001639344 	 0.000002692
 611 	 0.001636661 	 0.000002683
 612 	 0.001633987 	 0.000002674
 613 	 0.001631321 	 0.000002666
 614 	 0.001628664 	 0.000002657
 615 	 0.001626016 	 0.000002648
 616 	 0.001623377 	 0.000002640
 617 	 0.001620746 	 0.000002631
 618 	 0.001618123 	 0.000002623
 619 	 0.001615509 	 0.000002614
 620 	 0.001612903 	 0.000002606
 621 	 0.001610306 	 0.000002597
 622 	 0.001607717 	 0.000002589
 623 	 0.001605136 	 0.000002581
 624 	 0.001602564 	 0.000002572
 625 	 0.001600000 	 0.000002564
 626 	 0.001597444 	 0.000002556
 627 	 0.001594896 	 0.000002548
 628 	 0.001592357 	 0.000002540
 629 	 0.001589825 	 0.000002532
 630 	 0.001587302 	 0.000002524
 631 	 0.001584786 	 0.000002516
 632 	 0.001582278 	 0.000002508
 633 	 0.001579779 	 0.000002500
 634 	 0.001577287 	 0.000002492
 635 	 0.001574803 	 0.000002484
 636 	 0.001572327 	 0.000002476
 637 	 0.001569859 	 0.000002468
 638 	 0.001567398 	 0.000002461
 639 	 0.001564945 	 0.000002453
 640 	 0.001562500 	 0.000002445
 641 	 0.001560062 	 0.000002438
 642 	 0.001557632 	 0.000002430
 643 	 0.001555210 	 0.000002422
 644 	 0.001552795 	 0.000002415
 645 	 0.001550388 	 0.000002407
 646 	 0.001547988 	 0.000002400
 647 	 0.001545595 	 0.000002393
 648 	 0.001543210 	 0.000002385
 649 	 0.001540832 	 0.000002378
 650 	 0.001538462 	 0.000002371
 651 	 0.001536098 	 0.000002363
 652 	 0.001533742 	 0.000002356
 653 	 0.001531394 	 0.000002349
 654 	 0.001529052 	 0.000002342
 655 	 0.001526718 	 0.000002334
 656 	 0.001524390 	 0.000002327
 657 	 0.001522070 	 0.000002320
 658 	 0.001519757 	 0.000002313
 659 	 0.001517451 	 0.000002306
 660 	 0.001515152 	 0.000002299
 661 	 0.001512859 	 0.000002292
 662 	 0.001510574 	 0.000002285
 663 	 0.001508296 	 0.000002278
 664 	 0.001506024 	 0.000002272
 665 	 0.001503759 	 0.000002265
 666 	 0.001501502 	 0.000002258
 667 	 0.001499250 	 0.000002251
 668 	 0.001497006 	 0.000002244
 669 	 0.001494768 	 0.000002238
 670 	 0.001492537 	 0.000002231
 671 	 0.001490313 	 0.000002224
 672 	 0.001488095 	 0.000002218
 673 	 0.001485884 	 0.000002211
 674 	 0.001483680 	 0.000002205
 675 	 0.001481481 	 0.000002198
 676 	 0.001479290 	 0.000002192
 677 	 0.001477105 	 0.000002185
 678 	 0.001474926 	 0.000002179
 679 	 0.001472754 	 0.000002172
 680 	 0.001470588 	 0.000002166
 681 	 0.001468429 	 0.000002159
 682 	 0.001466276 	 0.000002153
 683 	 0.001464129 	 0.000002147
 684 	 0.001461988 	 0.000002141
 685 	 0.001459854 	 0.000002134
 686 	 0.001457726 	 0.000002128
 687 	 0.001455604 	 0.000002122
 688 	 0.001453488 	 0.000002116
 689 	 0.001451379 	 0.000002110
 690 	 0.001449275 	 0.000002103
 691 	 0.001447178 	 0.000002097
 692 	 0.001445087 	 0.000002091
 693 	 0.001443001 	 0.000002085
 694 	 0.001440922 	 0.000002079
 695 	 0.001438849 	 0.000002073
 696 	 0.001436782 	 0.000002067
 697 	 0.001434720 	 0.000002061
 698 	 0.001432665 	 0.000002055
 699 	 0.001430615 	 0.000002050
 700 	 0.001428571 	 0.000002044
 701 	 0.001426534 	 0.000002038
 702 	 0.001424501 	 0.000002032
 703 	 0.001422475 	 0.000002026
 704 	 0.001420455 	 0.000002021
 705 	 0.001418440 	 0.000002015
 706 	 0.001416431 	 0.000002009
 707 	 0.001414427 	 0.000002003
 708 	 0.001412429 	 0.000001998
 709 	 0.001410437 	 0.000001992
 710 	 0.001408451 	 0.000001987
 711 	 0.001406470 	 0.000001981
 712 	 0.001404494 	 0.000001975
 713 	 0.001402525 	 0.000001970
 714 	 0.001400560 	 0.000001964
 715 	 0.001398601 	 0.000001959
 716 	 0.001396648 	 0.000001953
 717 	 0.001394700 	 0.000001948
 718 	 0.001392758 	 0.000001942
 719 	 0.001390821 	 0.000001937
 720 	 0.001388889 	 0.000001932
 721 	 0.001386963 	 0.000001926
 722 	 0.001385042 	 0.000001921
 723 	 0.001383126 	 0.000001916
 724 	 0.001381215 	 0.000001910
 725 	 0.001379310 	 0.000001905
 726 	 0.001377410 	 0.000001900
 727 	 0.001375516 	 0.000001895
 728 	 0.001373626 	 0.000001889
 729 	 0.001371742 	 0.000001884
 730 	 0.001369863 	 0.000001879
 731 	 0.001367989 	 0.000001874
 732 	 0.001366120 	 0.000001869
 733 	 0.001364256 	 0.000001864
